1 1:2138190850 2:0.29259 3:410915.9891
1 1:2138534743 2:0.31219 3:411079.4797
1 1:2138190850 2:0.34597 3:411227.3415
1 1:2138531505 2:0.29259 3:410695.4967
1 1:2139002634 2:0.34597 3:410630.3714
1 1:2138975343 2:0.34597 3:410663.5564
1 1:2139741279 2:0.31219 3:410894.8112
1 1:2138531505 2:0.34597 3:411549.3612
1 1:2138414754 2:0.34597 3:410941.1906
1 1:2138414754 2:0.31218 3:411054.8714
1 1:2139741279 2:0.29258 3:411369.9356
1 1:2138414754 2:0.34597 3:411193.1419
1 1:2139184147 2:0.31219 3:411039.1622
1 1:2138443513 2:0.34597 3:410903.6887
1 1:2139002634 2:0.29259 3:410687.2104
1 1:2138443513 2:0.34597 3:410640.1833
1 1:2138534743 2:0.31219 3:410958.8844
1 1:2139741279 2:0.31218 3:410595.5644
1 1:2138414754 2:0.29259 3:411076.1913
1 1:2138443513 2:0.34597 3:410697.7987
1 1:2138534743 2:0.31218 3:410807.9803
1 1:2138414754 2:0.34597 3:410875.1467
1 1:2138414754 2:0.31219 3:410870.0741
1 1:2138975343 2:0.34597 3:411655.1175
1 1:2138531505 2:0.34597 3:411047.9708
1 1:2139184147 2:0.31219 3:411105.5387
1 1:2138190850 2:0.31218 3:410684.0537
1 1:2138414754 2:0.29259 3:411186.0616
1 1:2138534743 2:0.34597 3:411103.5896
1 1:2139741279 2:0.31218 3:410882.5574
1 1:2138531505 2:0.34597 3:411039.6292
1 1:2138531505 2:0.34597 3:410752.3652
1 1:2139184147 2:0.31219 3:410725.0102
1 1:2138443513 2:0.29259 3:410764.5647
1 1:2138975343 2:0.34597 3:411045.6501
1 1:2138443513 2:0.31218 3:410818.3044
1 1:2139002634 2:0.29258 3:411141.4348
1 1:2138975343 2:0.34597 3:410939.2648
1 1:2139002634 2:0.34597 3:411537.9325
1 1:2138443513 2:0.34597 3:411411.8381
1 1:2138414754 2:0.29259 3:411467.9028
1 1:2138443513 2:0.31219 3:411277.8805
1 1:2138190850 2:0.34597 3:411031.9723
1 1:2138443513 2:0.34597 3:410969.9291
1 1:2138190850 2:0.31218 3:410723.4799
1 1:2138531505 2:0.31218 3:410571.7968
1 1:2138443513 2:0.31218 3:411181.1099
1 1:2138531505 2:0.31219 3:410922.7219
1 1:2139741279 2:0.34597 3:411166.0572
1 1:2139741279 2:0.31218 3:411052.937
1 1:2138531505 2:0.31218 3:411233.5649
1 1:2138534743 2:0.34597 3:410944.6619
1 1:2138414754 2:0.29259 3:410762.5049
1 1:2138531505 2:0.34597 3:411155.0463
1 1:2138443513 2:0.31218 3:410921.9994
1 1:2139741279 2:0.29258 3:410789.1344
1 1:2139741279 2:0.29259 3:411209.2534
1 1:2138443513 2:0.29259 3:411315.7448
1 1:2139741279 2:0.29259 3:411074.8346
1 1:2139741279 2:0.29259 3:410868.1686
1 1:2139184147 2:0.31219 3:410381.0005
1 1:2139741279 2:0.31218 3:410899.6118
1 1:2139002634 2:0.29259 3:410681.4473
1 1:2138414754 2:0.34597 3:410827.618
1 1:2138534743 2:0.29259 3:410997.7643
1 1:2139741279 2:0.31219 3:411746.4484
1 1:2138190850 2:0.31218 3:410960.9342
1 1:2138531505 2:0.29259 3:410861.3519
1 1:2138414754 2:0.29259 3:410733.2991
1 1:2138190850 2:0.29259 3:410697.6721
1 1:2139184147 2:0.34597 3:410817.859
1 1:2139184147 2:0.31219 3:411409.1007
1 1:2138190850 2:0.31219 3:410482.7671
1 1:2138531505 2:0.29258 3:410872.1751
1 1:2138534743 2:0.34597 3:410698.8689
1 1:2138190850 2:0.29259 3:411321.6389
1 1:2138534743 2:0.34597 3:411466.6759
1 1:2139741279 2:0.29259 3:410916.8507
1 1:2138531505 2:0.34597 3:410702.104
1 1:2138531505 2:0.29259 3:410591.9824
1 1:2138190850 2:0.31219 3:411455.0835
1 1:2138534743 2:0.29258 3:410863.5082
1 1:2139184147 2:0.31218 3:411309.804
1 1:2138975343 2:0.34597 3:411336.1553
1 1:2138443513 2:0.29259 3:410642.6811
1 1:2138534743 2:0.29258 3:411331.502
1 1:2138190850 2:0.29259 3:410881.777
1 1:2139184147 2:0.34597 3:410902.7358
1 1:2138190850 2:0.29258 3:410957.0193
1 1:2138531505 2:0.34597 3:410155.9339
1 1:2138443513 2:0.34597 3:411145.2748
1 1:2138443513 2:0.29259 3:410358.1457
1 1:2139741279 2:0.29259 3:410892.9436
1 1:2138190850 2:0.31218 3:410920.4602
1 1:2138190850 2:0.29259 3:411166.7764
1 1:2138443513 2:0.29259 3:410634.7977
1 1:2138534743 2:0.29259 3:410527.6067
1 1:2139184147 2:0.29259 3:410583.7125
1 1:2138443513 2:0.34597 3:410819.6002
1 1:2138190850 2:0.34597 3:410986.3278
1 1:2138190850 2:0.31219 3:411412.8273
1 1:2139741279 2:0.34597 3:411256.0935
1 1:2138443513 2:0.29259 3:411060.1308
1 1:2138190850 2:0.29259 3:411283.7054
1 1:2138190850 2:0.29259 3:410811.1233
1 1:2138414754 2:0.31219 3:410888.2572
1 1:2138975343 2:0.34597 3:411267.0556
1 1:2138190850 2:0.31218 3:411048.9913
1 1:2138190850 2:0.34597 3:411262.5688
1 1:2139184147 2:0.31219 3:411173.2816
1 1:2138414754 2:0.31219 3:411258.993
1 1:2138534743 2:0.31219 3:411123.5265
1 1:2138443513 2:0.34597 3:411330.0167
1 1:2138534743 2:0.29259 3:410988.5126
1 1:2138975343 2:0.29259 3:411351.6834
1 1:2139741279 2:0.34597 3:410743.8196
1 1:2138975343 2:0.34597 3:410689.7814
1 1:2139741279 2:0.34597 3:411058.5953
1 1:2138534743 2:0.31219 3:411019.7742
1 1:2138443513 2:0.34597 3:411141.7419
1 1:2138534743 2:0.29259 3:410470.2396
1 1:2138531505 2:0.31218 3:411003.541
1 1:2138975343 2:0.29259 3:411136.087
1 1:2138190850 2:0.34597 3:410915.8655
1 1:2138443513 2:0.34597 3:411286.5172
1 1:2138534743 2:0.34597 3:410923.3498
1 1:2138443513 2:0.31219 3:410555.9766
1 1:2138534743 2:0.29259 3:411159.9972
1 1:2139184147 2:0.31219 3:411161.5536
1 1:2139741279 2:0.34597 3:411044.193
1 1:2139741279 2:0.34597 3:410988.1133
1 1:2139002634 2:0.34597 3:411081.6266
1 1:2138414754 2:0.29259 3:411284.1782
1 1:2139741279 2:0.34597 3:411209.1153
1 1:2139002634 2:0.34597 3:410750.1352
1 1:2138534743 2:0.31219 3:411440.3356
1 1:2139184147 2:0.31218 3:411357.2916
1 1:2138531505 2:0.29259 3:410954.7441
1 1:2138534743 2:0.29258 3:410999.0117
1 1:2138975343 2:0.31219 3:410896.9414
1 1:2139741279 2:0.34597 3:411018.8537
1 1:2139184147 2:0.29259 3:410905.8163
1 1:2138534743 2:0.31218 3:411169.641
1 1:2139002634 2:0.29259 3:411065.5682
1 1:2138975343 2:0.29259 3:411173.6201
1 1:2138190850 2:0.29259 3:410932.8153
1 1:2138531505 2:0.29259 3:411025.9198
1 1:2138975343 2:0.29258 3:411147.0729
1 1:2138443513 2:0.34597 3:411709.1696
1 1:2138531505 2:0.34597 3:410712.9588
1 1:2139002634 2:0.34597 3:410920.4417
1 1:2138443513 2:0.31219 3:411127.6856
1 1:2139184147 2:0.29259 3:411065.8386
1 1:2139184147 2:0.29259 3:411049.1679
1 1:2138414754 2:0.34597 3:412052.4431
1 1:2139184147 2:0.31219 3:411030.8393
1 1:2138190850 2:0.34597 3:410799.6272
1 1:2138190850 2:0.34597 3:410891.1442
1 1:2139002634 2:0.34597 3:410916.2663
1 1:2138414754 2:0.31218 3:411332.6054
1 1:2139741279 2:0.34597 3:411176.0469
1 1:2139741279 2:0.31219 3:410796.4593
1 1:2139741279 2:0.34597 3:411116.0536
1 1:2138534743 2:0.29258 3:410969.5291
1 1:2139741279 2:0.34597 3:410890.8981
1 1:2138190850 2:0.29259 3:411300.9022
1 1:2139741279 2:0.31219 3:410849.2783
1 1:2138414754 2:0.34597 3:411253.4781
1 1:2139741279 2:0.31218 3:411188.3296
1 1:2139002634 2:0.34597 3:410987.2531
1 1:2138975343 2:0.34597 3:411016.8419
1 1:2139184147 2:0.29259 3:411050.1723
1 1:2138443513 2:0.34597 3:411145.7147
1 1:2138190850 2:0.34597 3:411114.8513
1 1:2138443513 2:0.29259 3:411698.2205
1 1:2138975343 2:0.31219 3:410956.78
1 1:2138443513 2:0.34597 3:410910.4495
1 1:2138443513 2:0.31219 3:411513.3014
1 1:2138443513 2:0.29259 3:411370.7216
1 1:2138414754 2:0.31219 3:410797.4391
1 1:2139002634 2:0.31218 3:411115.1556
1 1:2138531505 2:0.34597 3:410991.4054
1 1:2139184147 2:0.34597 3:411083.3723
1 1:2138531505 2:0.31219 3:411170.906
1 1:2139741279 2:0.31218 3:411170.5233
1 1:2138443513 2:0.31219 3:410970.3509
1 1:2139741279 2:0.31219 3:411327.3098
1 1:2139741279 2:0.29259 3:411140.4533
1 1:2139184147 2:0.29259 3:411430.4736
1 1:2139002634 2:0.29259 3:411043.6504
1 1:2138414754 2:0.29259 3:411037.8588
1 1:2138414754 2:0.29259 3:411067.2658
1 1:2139002634 2:0.34597 3:410971.0826
1 1:2138975343 2:0.29259 3:410978.9503
1 1:2139741279 2:0.31219 3:411122.3897
1 1:2139002634 2:0.29258 3:411364.9837
1 1:2139184147 2:0.31219 3:411148.895
1 1:2138443513 2:0.34597 3:410985.9727
1 1:2138190850 2:0.34597 3:411896.5497
1 1:2138534743 2:0.34597 3:410800.9102
1 1:2138190850 2:0.31219 3:411129.9015
1 1:2139002634 2:0.29259 3:411486.2977
1 1:2139002634 2:0.31218 3:410930.0233
1 1:2139741279 2:0.29259 3:410924.9387
1 1:2139184147 2:0.29258 3:410830.9756
1 1:2138531505 2:0.34597 3:411780.2352
1 1:2138190850 2:0.34597 3:411348.9704
1 1:2138534743 2:0.31219 3:411303.5149
1 1:2139184147 2:0.31218 3:411436.2028
1 1:2138975343 2:0.31219 3:411105.2459
1 1:2138531505 2:0.31219 3:411241.2516
1 1:2138975343 2:0.29259 3:411135.3184
1 1:2139184147 2:0.34597 3:411086.8998
1 1:2139741279 2:0.29259 3:410658.6101
1 1:2139184147 2:0.31219 3:410974.6142
1 1:2139002634 2:0.31219 3:410807.305
1 1:2138190850 2:0.31219 3:410836.1466
1 1:2138414754 2:0.29259 3:410684.4427
1 1:2138190850 2:0.31219 3:411100.1883
1 1:2138975343 2:0.31219 3:410768.0608
1 1:2138534743 2:0.34597 3:411356.5047
1 1:2139184147 2:0.34597 3:411253.0669
1 1:2138975343 2:0.34597 3:411513.1137
1 1:2139184147 2:0.31218 3:411309.6521
1 1:2138414754 2:0.29259 3:410686.8002
1 1:2139741279 2:0.31219 3:410841.9219
1 1:2138531505 2:0.29259 3:410863.2692
1 1:2138534743 2:0.29259 3:410746.0615
1 1:2139002634 2:0.31218 3:410790.7287
1 1:2138975343 2:0.34597 3:410823.8721
1 1:2139002634 2:0.29259 3:410529.3065
1 1:2138531505 2:0.34597 3:410703.6045
1 1:2139184147 2:0.31219 3:410922.4718
1 1:2138531505 2:0.29259 3:410962.203
1 1:2138975343 2:0.31219 3:411727.0912
1 1:2139002634 2:0.31219 3:411004.9375
1 1:2138443513 2:0.31218 3:411340.8263
1 1:2138190850 2:0.31219 3:411076.5742
1 1:2138443513 2:0.29259 3:410896.8964
1 1:2139002634 2:0.31219 3:410923.2736
1 1:2139741279 2:0.34597 3:411113.6999
1 1:2138531505 2:0.31219 3:411231.3442
1 1:2138414754 2:0.31218 3:410821.2169
1 1:2138975343 2:0.34597 3:411374.7656
1 1:2139002634 2:0.29259 3:411761.691
1 1:2139002634 2:0.29258 3:411438.5407
1 1:2138190850 2:0.34597 3:410592.8217
1 1:2139184147 2:0.29259 3:410944.7843
1 1:2138190850 2:0.34597 3:411466.1737
1 1:2138190850 2:0.31219 3:411113.5166
1 1:2138534743 2:0.34597 3:410998.4178
1 1:2139002634 2:0.34597 3:410467.192
1 1:2139741279 2:0.31218 3:411080.2323
1 1:2138531505 2:0.31219 3:410678.3762
1 1:2138190850 2:0.31218 3:411118.5856
1 1:2139184147 2:0.34597 3:410969.5483
1 1:2138414754 2:0.29259 3:411203.5903
1 1:2139002634 2:0.31219 3:411249.9558
1 1:2138414754 2:0.31219 3:411423.8449
1 1:2139002634 2:0.31219 3:411141.1785
1 1:2138443513 2:0.34597 3:410706.6027
1 1:2138531505 2:0.31219 3:410259.9267
1 1:2138443513 2:0.31219 3:410961.8807
1 1:2138531505 2:0.34597 3:411558.0103
1 1:2138534743 2:0.29259 3:410896.7866
1 1:2139184147 2:0.34597 3:411395.7354
1 1:2139741279 2:0.34597 3:410767.9629
1 1:2139184147 2:0.29259 3:411052.8962
1 1:2139741279 2:0.29258 3:410782.1919
1 1:2138531505 2:0.34597 3:411180.5255
1 1:2138531505 2:0.29259 3:411012.4077
1 1:2139002634 2:0.34597 3:411424.3747
1 1:2139741279 2:0.29259 3:410445.936
1 1:2138443513 2:0.29259 3:411109.8152
1 1:2138443513 2:0.34597 3:411226.6807
1 1:2139741279 2:0.34597 3:410924.6509
1 1:2138190850 2:0.34597 3:411100.2885
1 1:2138531505 2:0.31218 3:410770.0197
1 1:2138975343 2:0.34597 3:410918.3854
1 1:2138190850 2:0.29259 3:411084.8092
1 1:2138190850 2:0.31219 3:411207.099
1 1:2138443513 2:0.29259 3:410933.1453
1 1:2138414754 2:0.34597 3:411276.0833
1 1:2138975343 2:0.34597 3:411066.9696
1 1:2138443513 2:0.34597 3:411230.1321
1 1:2139741279 2:0.31219 3:411252.1932
1 1:2139741279 2:0.29259 3:410920.1436
1 1:2138190850 2:0.29258 3:411536.5077
1 1:2138190850 2:0.34597 3:411123.8964
1 1:2138190850 2:0.29259 3:411098.9622
1 1:2139184147 2:0.29259 3:410783.8605
1 1:2139184147 2:0.31218 3:410889.9615
1 1:2138443513 2:0.31219 3:411047.206
1 1:2139184147 2:0.34597 3:410883.3421
1 1:2138443513 2:0.31218 3:411312.8196
1 1:2138190850 2:0.34597 3:411209.9777
1 1:2138531505 2:0.31219 3:410835.9421
1 1:2139741279 2:0.34597 3:411200.8265
1 1:2138414754 2:0.29259 3:411357.6789
1 1:2138531505 2:0.34597 3:411022.2276
1 1:2138190850 2:0.34597 3:410382.6749
1 1:2138414754 2:0.31218 3:410870.3396
1 1:2139184147 2:0.34597 3:411135.7689
1 1:2139002634 2:0.31219 3:410982.0194
1 1:2138975343 2:0.29259 3:411266.6288
1 1:2139741279 2:0.31219 3:411141.2137
1 1:2139741279 2:0.29258 3:411206.762
1 1:2138443513 2:0.29259 3:411329.5624
1 1:2138414754 2:0.29259 3:411212.3487
1 1:2138531505 2:0.31219 3:410544.0009
1 1:2139184147 2:0.29259 3:411107.2981
1 1:2139184147 2:0.34597 3:411480.8281
1 1:2138190850 2:0.34597 3:410714.8645
1 1:2138534743 2:0.29259 3:410669.081
1 1:2138975343 2:0.34597 3:411027.099
1 1:2139184147 2:0.31218 3:410706.1734
1 1:2138531505 2:0.34597 3:411671.3461
1 1:2138190850 2:0.34597 3:411216.918
1 1:2138531505 2:0.31218 3:411029.3514
1 1:2138443513 2:0.29259 3:411606.2647
1 1:2138975343 2:0.29259 3:411412.1269
1 1:2138414754 2:0.34597 3:411131.0321
1 1:2139741279 2:0.31219 3:410894.4006
1 1:2139184147 2:0.31219 3:411585.2878
1 1:2138443513 2:0.29259 3:410945.1406
1 1:2139002634 2:0.34597 3:410757.4193
1 1:2138975343 2:0.29259 3:410769.013
1 1:2138531505 2:0.34597 3:411220.4055
1 1:2138531505 2:0.34597 3:411157.7724
1 1:2138531505 2:0.31219 3:410950.2642
1 1:2139741279 2:0.34597 3:411086.3017
1 1:2138531505 2:0.34597 3:411275.0363
1 1:2138531505 2:0.31219 3:411090.8184
1 1:2138443513 2:0.31219 3:410982.8456
1 1:2138975343 2:0.29259 3:410880.2049
1 1:2138443513 2:0.34597 3:410774.3636
1 1:2138190850 2:0.29259 3:411052.1133
1 1:2138190850 2:0.31218 3:411159.6854
1 1:2139002634 2:0.31218 3:410819.0372
1 1:2139002634 2:0.29259 3:411146.4078
1 1:2139741279 2:0.34597 3:410457.1744
1 1:2138414754 2:0.31219 3:410607.2841
1 1:2139184147 2:0.29259 3:410828.4974
1 1:2139002634 2:0.34597 3:411125.8715
1 1:2139002634 2:0.34597 3:411032.749
1 1:2138190850 2:0.34597 3:411090.7602
1 1:2138190850 2:0.31219 3:410702.4369
1 1:2138975343 2:0.34597 3:411173.751
1 1:2139184147 2:0.34597 3:411220.5746
1 1:2138534743 2:0.31219 3:411798.0007
1 1:2138975343 2:0.34597 3:411257.5704
1 1:2138534743 2:0.34597 3:410702.8087
1 1:2138190850 2:0.31218 3:410890.7618
1 1:2139184147 2:0.31219 3:410923.6442
1 1:2138534743 2:0.31218 3:410816.4859
1 1:2139002634 2:0.31219 3:410939.1035
1 1:2139741279 2:0.31219 3:411214.9598
1 1:2139002634 2:0.29258 3:411257.4492
1 1:2138190850 2:0.31219 3:410907.9687
1 1:2139002634 2:0.29259 3:411264.2972
1 1:2138534743 2:0.31218 3:411036.3591
1 1:2138975343 2:0.29259 3:410981.5435
1 1:2138443513 2:0.31219 3:410933.7228
1 1:2138975343 2:0.34597 3:410714.4706
1 1:2138534743 2:0.31218 3:411533.8979
1 1:2138414754 2:0.34597 3:411010.3277
1 1:2139002634 2:0.31219 3:411188.9911
1 1:2138975343 2:0.29259 3:411279.3315
1 1:2139002634 2:0.31218 3:411077.2299
1 1:2139002634 2:0.29259 3:411003.7326
1 1:2138443513 2:0.31218 3:411581.8839
1 1:2138975343 2:0.29259 3:411115.8058
1 1:2139184147 2:0.29259 3:411071.7004
1 1:2138975343 2:0.31219 3:410831.169
1 1:2138531505 2:0.31219 3:410966.4337
1 1:2138975343 2:0.34597 3:411494.8431
1 1:2138190850 2:0.29259 3:410358.3278
1 1:2138443513 2:0.31218 3:411355.2349
1 1:2138531505 2:0.34597 3:410647.6362
1 1:2139741279 2:0.34597 3:411263.0112
1 1:2138414754 2:0.34597 3:410938.1478
1 1:2138531505 2:0.31219 3:411711.9841
1 1:2139002634 2:0.34597 3:411008.4508
1 1:2138531505 2:0.34597 3:410751.4205
1 1:2138534743 2:0.34597 3:411176.6238
1 1:2138414754 2:0.29259 3:410819.9944
1 1:2138443513 2:0.31219 3:411241.6068
1 1:2139184147 2:0.29258 3:410693.4148
1 1:2138414754 2:0.29259 3:411024.6995
1 1:2138534743 2:0.29259 3:411086.8597
1 1:2138975343 2:0.34597 3:411058.3127
1 1:2139002634 2:0.34597 3:411034.6937
1 1:2139002634 2:0.31218 3:410773.5853
1 1:2138534743 2:0.31219 3:410986.1687
1 1:2138190850 2:0.34597 3:410702.2291
1 1:2138531505 2:0.34597 3:411120.1141
1 1:2139741279 2:0.34597 3:411068.1223
1 1:2138443513 2:0.34597 3:411100.8423
1 1:2138443513 2:0.29259 3:411074.7122
1 1:2139741279 2:0.34597 3:410918.7761
1 1:2138414754 2:0.29259 3:411429.3229
1 1:2138531505 2:0.34597 3:410913.5017
1 1:2138443513 2:0.31219 3:410820.9966
1 1:2138534743 2:0.29259 3:411038.1256
1 1:2138975343 2:0.29259 3:411120.0428
1 1:2139184147 2:0.31219 3:410945.5562
1 1:2138975343 2:0.31219 3:411307.9001
1 1:2138975343 2:0.34597 3:410990.2395
1 1:2138531505 2:0.29259 3:411342.3518
1 1:2138443513 2:0.29259 3:411645.371
1 1:2139002634 2:0.34597 3:411409.2381
1 1:2139741279 2:0.29259 3:411176.4123
1 1:2138190850 2:0.29259 3:411204.5047
1 1:2138534743 2:0.29258 3:411173.2565
1 1:2139741279 2:0.34597 3:410937.9634
1 1:2139002634 2:0.34597 3:410933.1092
1 1:2138531505 2:0.29259 3:411395.2199
1 1:2139741279 2:0.31219 3:411084.7331
1 1:2138975343 2:0.34597 3:410797.7019
1 1:2138975343 2:0.34597 3:411090.5065
1 1:2138414754 2:0.31218 3:411404.0382
1 1:2139741279 2:0.34597 3:411022.7385
1 1:2139184147 2:0.31218 3:411287.8511
1 1:2139741279 2:0.31219 3:411174.8697
1 1:2138534743 2:0.29258 3:411167.8539
1 1:2138975343 2:0.29259 3:410591.8413
1 1:2139002634 2:0.31218 3:411144.614
1 1:2138534743 2:0.31219 3:411219.7498
1 1:2138443513 2:0.29259 3:411545.1072
1 1:2138414754 2:0.29259 3:411229.827
1 1:2138190850 2:0.34597 3:411042.4098
1 1:2138414754 2:0.34597 3:410823.6103
1 1:2138531505 2:0.34597 3:411473.4814
1 1:2138975343 2:0.31219 3:411101.8361
1 1:2139741279 2:0.31219 3:411486.903
1 1:2138414754 2:0.34597 3:411151.145
1 1:2139741279 2:0.31218 3:411491.3212
1 1:2138190850 2:0.31218 3:410758.282
1 1:2138975343 2:0.34597 3:411068.0961
1 1:2138975343 2:0.29259 3:410937.2376
1 1:2138443513 2:0.34597 3:410840.4793
1 1:2139002634 2:0.34597 3:410741.8894
1 1:2139002634 2:0.34597 3:410972.6882
1 1:2138190850 2:0.34597 3:411186.7674
1 1:2138414754 2:0.31218 3:410638.9749
1 1:2138975343 2:0.31218 3:411329.1418
1 1:2138414754 2:0.31218 3:410604.5572
1 1:2138531505 2:0.34597 3:410870.6872
1 1:2139741279 2:0.31219 3:411003.3079
1 1:2139002634 2:0.34597 3:411021.9416
1 1:2138534743 2:0.29259 3:411670.4109
1 1:2138531505 2:0.31218 3:411017.5561
1 1:2138414754 2:0.34597 3:410869.9732
1 1:2138414754 2:0.29259 3:410698.3073
1 1:2138190850 2:0.29258 3:410318.8275
1 1:2138534743 2:0.29259 3:411069.647
1 1:2139184147 2:0.31219 3:411340.7086
1 1:2138531505 2:0.31218 3:411238.5393
1 1:2139741279 2:0.31219 3:410994.3079
1 1:2138534743 2:0.31219 3:410800.8866
1 1:2138975343 2:0.29259 3:411292.5377
1 1:2138534743 2:0.31218 3:411024.8892
1 1:2138414754 2:0.31219 3:410992.1325
1 1:2138531505 2:0.34597 3:411032.8573
1 1:2138443513 2:0.34597 3:411275.6822
1 1:2139741279 2:0.34597 3:411095.151
1 1:2139002634 2:0.34597 3:411125.0198
1 1:2138190850 2:0.31219 3:411210.6502
1 1:2138531505 2:0.29259 3:411082.5595
1 1:2138531505 2:0.29259 3:411370.0751
1 1:2139184147 2:0.34597 3:411037.3757
1 1:2138190850 2:0.31219 3:410981.0029
1 1:2138975343 2:0.29259 3:411067.6457
1 1:2138975343 2:0.34597 3:411413.7989
1 1:2138190850 2:0.29259 3:411302.226
1 1:2139741279 2:0.34597 3:411331.5092
1 1:2138190850 2:0.31219 3:411070.8922
1 1:2139002634 2:0.34597 3:411313.9454
1 1:2138443513 2:0.34597 3:411271.6658
1 1:2139002634 2:0.29259 3:411455.4621
1 1:2138534743 2:0.31218 3:410911.414
1 1:2139184147 2:0.34597 3:410950.1913
1 1:2138443513 2:0.29259 3:410975.5998
1 1:2139741279 2:0.34597 3:410811.7999
1 1:2139184147 2:0.31219 3:411271.2206
1 1:2139002634 2:0.31219 3:411067.2876
1 1:2138534743 2:0.29259 3:410448.6732
1 1:2138414754 2:0.34597 3:410970.0265
1 1:2138443513 2:0.29259 3:411042.6295
1 1:2138443513 2:0.31219 3:411104.5738
1 1:2139002634 2:0.29259 3:410893.2065
1 1:2138414754 2:0.34597 3:411336.9872
1 1:2139741279 2:0.34597 3:410759.1554
1 1:2139184147 2:0.29259 3:411651.4298
1 1:2138414754 2:0.31219 3:410947.0851
1 1:2138414754 2:0.29258 3:411134.8802
1 1:2138190850 2:0.34597 3:411108.1938
1 1:2138443513 2:0.34597 3:411085.7476
1 1:2139741279 2:0.31219 3:411106.6458
1 1:2139002634 2:0.34597 3:411076.1227
1 1:2139002634 2:0.29258 3:410756.9878
1 1:2139184147 2:0.34597 3:411187.9473
1 1:2139002634 2:0.31219 3:410558.8086
1 1:2138531505 2:0.31219 3:411002.9613
1 1:2138443513 2:0.31219 3:411178.9466
1 1:2138534743 2:0.29259 3:411739.0118
1 1:2139002634 2:0.31219 3:410942.0143
1 1:2139741279 2:0.29258 3:410585.6982
1 1:2138443513 2:0.34597 3:411110.0765
1 1:2138534743 2:0.34597 3:411040.883
1 1:2139184147 2:0.29259 3:410687.089
1 1:2138534743 2:0.31219 3:410890.6433
1 1:2138975343 2:0.29259 3:411307.8404
1 1:2139184147 2:0.31218 3:410888.6142
1 1:2139741279 2:0.29259 3:410770.9091
1 1:2138975343 2:0.29259 3:411194.3296
1 1:2139002634 2:0.34597 3:410905.9654
1 1:2139002634 2:0.29258 3:411463.5251
1 1:2139184147 2:0.34597 3:411536.7563
1 1:2139002634 2:0.34597 3:410801.7207
1 1:2138443513 2:0.31219 3:411150.9761
1 1:2139184147 2:0.31218 3:410474.483
1 1:2139002634 2:0.34597 3:411510.9071
