0.000000 0.014335 0.013023
20.000000 0.014410 0.013509
40.000000 0.014302 0.014557
60.000000 0.014453 0.016032
80.000000 0.014377 0.017008
100.000000 0.014336 0.016664
120.000000 0.014354 0.016544
140.000000 0.014282 0.016211
160.000000 0.014370 0.015497
180.000000 0.014609 0.015763
200.000000 0.014656 0.016980
220.000000 0.014278 0.015766
240.000000 0.014225 0.016103
260.000000 0.014708 0.016940
280.000000 0.014327 0.015403
300.000000 0.014261 0.015387
320.000000 0.014926 0.015877
340.000000 0.014702 0.016227
360.000000 0.015789 0.015544
380.000000 0.016253 0.015930
400.000000 0.017009 0.015998
420.000000 0.017402 0.016919
440.000000 0.016216 0.015915
460.000000 0.016116 0.015834
480.000000 0.016265 0.015634
500.000000 0.016797 0.016450
520.000000 0.015473 0.014930
540.000000 0.015441 0.014770
560.000000 0.014894 0.014023
580.000000 0.014263 0.013457
600.000000 0.014240 0.013301
620.000000 0.014352 0.013655
640.000000 0.014315 0.014203
660.000000 0.014169 0.013448
680.000000 0.014176 0.013730
700.000000 0.014251 0.013315
720.000000 0.014356 0.013355
740.000000 0.014254 0.013052
760.000000 0.014346 0.013698
780.000000 0.014304 0.014139
800.000000 0.014737 0.014949
820.000000 0.014577 0.016016
840.000000 0.014595 0.016177
860.000000 0.015439 0.017759
880.000000 0.015433 0.017534
900.000000 0.014793 0.016218
920.000000 0.015132 0.016139
940.000000 0.015095 0.016471
960.000000 0.015444 0.017336
980.000000 0.014965 0.016192
1000.000000 0.014907 0.017163
1020.000000 0.014411 0.016726
1040.000000 0.014502 0.018127
1060.000000 0.014342 0.018278
1080.000000 0.015102 0.019367
1100.000000 0.014730 0.019454
1120.000000 0.014762 0.018400
1140.000000 0.015458 0.018455
1160.000000 0.015606 0.017069
1180.000000 0.015323 0.016498
1200.000000 0.015184 0.015739
1220.000000 0.016492 0.016813
1240.000000 0.016653 0.017359
1260.000000 0.016500 0.017559
1280.000000 0.015670 0.017664
1300.000000 0.016644 0.019498
1320.000000 0.017007 0.019416
1340.000000 0.016749 0.019008
1360.000000 0.017301 0.018242
1380.000000 0.016260 0.016647
1400.000000 0.016170 0.015827
1420.000000 0.015056 0.014637
1440.000000 0.014302 0.013728
1460.000000 0.014452 0.013449
1480.000000 0.014510 0.013755
1500.000000 0.014790 0.014817
1520.000000 0.015095 0.016183
1540.000000 0.015090 0.016461
1560.000000 0.015209 0.015317
1580.000000 0.014770 0.015132
1600.000000 0.014899 0.015263
1620.000000 0.014898 0.014395
1640.000000 0.014977 0.015003
1660.000000 0.015463 0.014881
1680.000000 0.014982 0.014410
1700.000000 0.014574 0.014798
1720.000000 0.014737 0.016464
1740.000000 0.015399 0.017086
1760.000000 0.014656 0.017678
1780.000000 0.015537 0.018495
1800.000000 0.015081 0.016580
1820.000000 0.001574 0.008177
1840.000000 0.000526 0.009977
1860.000000 0.008624 0.014494
1880.000000 0.019572 0.024257
1900.000000 0.033876 0.037487
1920.000000 0.058328 0.059157
1940.000000 0.081955 0.081017
1960.000000 0.110713 0.107821
1980.000000 0.137545 0.134361
2000.000000 0.155945 0.152154
2020.000000 0.155825 0.150281
2040.000000 0.159507 0.152375
2060.000000 0.158347 0.152349
2080.000000 0.160465 0.152388
2100.000000 0.156012 0.146346
2120.000000 0.144711 0.140676
2140.000000 0.144463 0.138729
2160.000000 0.134729 0.128683
2180.000000 0.136083 0.128792
2200.000000 0.149679 0.135977
2220.000000 0.161809 0.147170
2240.000000 0.169464 0.153999
2260.000000 0.175705 0.156791
2280.000000 0.182931 0.166558
2300.000000 0.184792 0.170396
2320.000000 0.191281 0.172519
2340.000000 0.194469 0.175296
2360.000000 0.197691 0.179752
2380.000000 0.196925 0.177187
2400.000000 0.189138 0.175419
2420.000000 0.175952 0.166031
2440.000000 0.164278 0.161196
2460.000000 0.154313 0.155444
2480.000000 0.147400 0.148063
2500.000000 0.149420 0.145147
2520.000000 0.141001 0.141372
2540.000000 0.140513 0.141913
2560.000000 0.141021 0.141212
2580.000000 0.145158 0.142313
2600.000000 0.154206 0.146685
2620.000000 0.165479 0.157059
2640.000000 0.167574 0.158745
2660.000000 0.167931 0.156445
2680.000000 0.172027 0.162385
2700.000000 0.176933 0.169160
2720.000000 0.180225 0.169588
2740.000000 0.179798 0.173555
2760.000000 0.183779 0.175118
2780.000000 0.183237 0.173254
2800.000000 0.173707 0.164042
2820.000000 0.137399 0.127419
